Date,Price
1997-06-12,1.1935
1997-06-13,1.19
1997-06-16,1.204
1997-06-17,1.199
1997-06-18,1.2025
1997-06-19,1.2035
1997-06-20,1.17
1997-06-23,1.169
1997-06-24,1.1115
1997-06-25,1.0895
1997-06-26,1.115
1997-06-27,1.1185
1997-06-30,1.1215
1997-07-01,1.1005
1997-07-02,1.119
1997-07-03,1.1125
1997-07-07,1.0955
1997-07-08,1.0505
1997-07-09,1.025
1997-07-10,1.0435
1997-07-11,1.043
1997-07-14,1.063
1997-07-15,1.047
1997-07-16,1.038
1997-07-17,1.0645
1997-07-18,1.074
1997-07-21,1.0855
1997-07-22,1.0685
1997-07-23,1.056
1997-07-24,1.078
1997-07-25,1.1145
1997-07-28,1.097
1997-07-29,1.1075
1997-07-30,1.046
1997-07-31,1.075
1997-08-01,1.0625
1997-08-04,1.051
1997-08-05,1.0605
1997-08-06,1.052
1997-08-07,1.069
1997-08-08,1.052
1997-08-11,1.047
1997-08-12,1.0435
1997-08-13,1.0465
1997-08-14,1.036
1997-08-15,1.0
1997-08-18,0.969
1997-08-19,0.9815
1997-08-20,0.9845
1997-08-21,0.9935
1997-08-22,1.0005
1997-08-25,0.997
1997-08-26,0.999
1997-08-27,1.0015
1997-08-28,0.9745
1997-08-29,0.9945
1997-09-02,0.964
1997-09-03,0.981
1997-09-04,0.9815
1997-09-05,0.986
1997-09-08,0.97
1997-09-09,0.9715
1997-09-10,0.974
1997-09-11,0.95
1997-09-12,0.952
1997-09-15,0.953
1997-09-16,0.9445
1997-09-17,0.9465
1997-09-18,0.96
1997-09-19,0.96
1997-09-22,0.95
1997-09-23,0.948
1997-09-24,0.9535
1997-09-25,0.9435
1997-09-26,0.947
1997-09-29,0.9945
1997-09-30,0.97
1997-10-01,0.966
1997-10-02,0.9375
1997-10-03,0.9385
1997-10-06,0.943
1997-10-07,0.9485
1997-10-08,0.9425
1997-10-09,0.9505
1997-10-10,0.9425
1997-10-13,0.9415
1997-10-14,0.9585
1997-10-15,0.9705
1997-10-16,0.954
1997-10-17,0.9575
1997-10-20,0.9695
1997-10-21,0.949
1997-10-22,0.9535
1997-10-23,0.939
1997-10-24,0.911
1997-10-27,0.9045
1997-10-28,0.905
1997-10-29,0.9105
1997-10-30,0.9115
1997-10-31,0.91
1997-11-03,0.9065
1997-11-04,0.9055
1997-11-05,0.9075
1997-11-06,0.894
1997-11-07,0.8955
1997-11-10,0.909
1997-11-11,0.8975
1997-11-12,0.8895
1997-11-13,0.89
1997-11-14,0.8935
1997-11-17,0.8945
1997-11-18,0.8635
1997-11-19,0.8635
1997-11-20,0.8535
1997-11-21,0.8445
1997-11-24,0.842
1997-11-25,0.8545
1997-11-26,0.8565
1997-12-01,0.829
1997-12-02,0.83
1997-12-03,0.8145
1997-12-04,0.8225
1997-12-05,0.808
1997-12-08,0.8215
1997-12-09,0.8185
1997-12-10,0.817
1997-12-11,0.811
1997-12-12,0.814
1997-12-15,0.798
1997-12-16,0.7885
1997-12-17,0.801
1997-12-18,0.8065
1997-12-19,0.8045
1997-12-22,0.803
1997-12-23,0.7925
1997-12-24,0.7855
1997-12-26,0.7835
1997-12-29,0.7715
1997-12-30,0.785
1997-12-31,0.781
1998-01-02,0.7745
1998-01-05,0.764
1998-01-06,0.767
1998-01-07,0.762
1998-01-08,0.7585
1998-01-09,0.753
1998-01-12,0.748
1998-01-13,0.769
1998-01-14,0.773
1998-01-15,0.78
1998-01-16,0.7725
1998-01-20,0.77
1998-01-21,0.7735
1998-01-22,0.7855
1998-01-23,0.7945
1998-01-26,0.7975
1998-01-27,0.812
1998-01-28,0.806
1998-01-29,0.81
1998-01-30,0.797
1998-02-02,0.7935
1998-02-03,0.7725
1998-02-04,0.7785
1998-02-05,0.774
1998-02-06,0.7705
1998-02-09,0.7585
1998-02-10,0.7745
1998-02-11,0.7765
1998-02-12,0.7745
1998-02-13,0.765
1998-02-17,0.7585
1998-02-18,0.7505
1998-02-19,0.7575
1998-02-20,0.747
1998-02-23,0.7335
1998-02-24,0.731
1998-02-25,0.7545
1998-02-26,0.772
1998-02-27,0.7705
1998-03-02,0.7985
1998-03-03,0.7845
1998-03-04,0.7875
1998-03-05,0.8045
1998-03-06,0.804
1998-03-09,0.8005
1998-03-10,0.807
1998-03-11,0.8055
1998-03-12,0.837
1998-03-13,0.828
1998-03-16,0.831
1998-03-17,0.825
1998-03-18,0.8085
1998-03-19,0.8015
1998-03-20,0.8005
1998-03-23,0.8165
1998-03-24,0.801
1998-03-25,0.7895
1998-03-26,0.7945
1998-03-27,0.7955
1998-03-30,0.7985
1998-03-31,0.801
1998-04-01,0.7715
1998-04-02,0.776
1998-04-03,0.768
1998-04-06,0.772
1998-04-07,0.781
1998-04-08,0.7855
1998-04-09,0.8125
1998-04-13,0.8235
1998-04-14,0.8195
1998-04-15,0.8555
1998-04-16,0.836
1998-04-17,0.8385
1998-04-20,0.8345
1998-04-21,0.844
1998-04-22,0.8525
1998-04-23,0.851
1998-04-24,0.8405
1998-04-27,0.8535
1998-04-28,0.8555
1998-04-29,0.845
1998-04-30,0.837
1998-05-01,0.854
1998-05-04,0.852
1998-05-05,0.845
1998-05-06,0.82
1998-05-07,0.7955
1998-05-08,0.7965
1998-05-11,0.78
1998-05-12,0.793
1998-05-13,0.786
1998-05-14,0.7905
1998-05-15,0.7835
1998-05-18,0.7375
1998-05-19,0.756
1998-05-20,0.7595
1998-05-21,0.7645
1998-05-22,0.7635
1998-05-26,0.749
1998-05-27,0.763
1998-05-28,0.772
1998-05-29,0.778
1998-06-01,0.763
1998-06-02,0.7515
1998-06-03,0.77
1998-06-04,0.759
1998-06-05,0.7615
1998-06-08,0.768
1998-06-09,0.7665
1998-06-10,0.782
1998-06-11,0.766
1998-06-12,0.757
1998-06-15,0.738
1998-06-16,0.7395
1998-06-17,0.7525
1998-06-18,0.745
1998-06-19,0.7595
1998-06-22,0.7605
1998-06-23,0.7545
1998-06-24,0.7485
1998-06-25,0.7465
1998-06-26,0.7415
1998-06-29,0.736
1998-06-30,0.738
1998-07-01,0.725
1998-07-02,0.7285
1998-07-06,0.7215
1998-07-07,0.724
1998-07-08,0.722
1998-07-09,0.718
1998-07-10,0.723
1998-07-13,0.743
1998-07-14,0.7495
1998-07-15,0.7655
1998-07-16,0.766
1998-07-17,0.7705
1998-07-20,0.7905
1998-07-21,0.7725
1998-07-22,0.782
1998-07-23,0.778
1998-07-24,0.807
1998-07-27,0.7915
1998-07-28,0.7885
1998-07-29,0.7795
1998-07-30,0.7845
1998-07-31,0.7695
1998-08-03,0.752
1998-08-04,0.741
1998-08-05,0.742
1998-08-06,0.741
1998-08-07,0.747
1998-08-10,0.7345
1998-08-11,0.7215
1998-08-12,0.7305
1998-08-13,0.7295
1998-08-14,0.7305
1998-08-17,0.7365
1998-08-18,0.7315
1998-08-19,0.734
1998-08-20,0.7485
1998-08-21,0.7335
1998-08-24,0.745
1998-08-25,0.741
1998-08-26,0.735
1998-08-27,0.739
1998-08-28,0.722
1998-08-31,0.7155
1998-09-01,0.761
1998-09-02,0.743
1998-09-03,0.7515
1998-09-04,0.755
1998-09-08,0.7715
1998-09-09,0.7805
1998-09-10,0.771
1998-09-11,0.7655
1998-09-14,0.7565
1998-09-15,0.77
1998-09-16,0.7605
1998-09-17,0.747
1998-09-18,0.7475
1998-09-21,0.7455
1998-09-22,0.735
1998-09-23,0.75
1998-09-24,0.7505
1998-09-25,0.7555
1998-09-28,0.7525
1998-09-29,0.753
1998-09-30,0.7375
1998-10-01,0.735
1998-10-02,0.727
1998-10-05,0.715
1998-10-06,0.7215
1998-10-07,0.731
1998-10-08,0.723
1998-10-09,0.7235
1998-10-12,0.7275
1998-10-13,0.731
1998-10-14,0.727
1998-10-15,0.726
1998-10-16,0.7455
1998-10-19,0.7385
1998-10-20,0.735
1998-10-21,0.7305
1998-10-22,0.728
1998-10-23,0.7255
1998-10-26,0.7185
1998-10-27,0.7135
1998-10-28,0.7075
1998-10-29,0.718
1998-10-30,0.727
1998-11-02,0.7315
1998-11-03,0.729
1998-11-04,0.7345
1998-11-05,0.7355
1998-11-06,0.7345
1998-11-09,0.727
1998-11-10,0.7175
1998-11-11,0.722
1998-11-12,0.7235
1998-11-13,0.714
1998-11-16,0.708
1998-11-17,0.719
1998-11-18,0.7205
1998-11-19,0.7145
1998-11-20,0.725
1998-11-23,0.7145
1998-11-24,0.714
1998-11-25,0.7145
1998-11-30,0.7105
1998-12-01,0.7085
1998-12-02,0.6985
1998-12-03,0.684
1998-12-04,0.6825
1998-12-07,0.677
1998-12-08,0.677
1998-12-09,0.6815
1998-12-10,0.677
1998-12-11,0.662
1998-12-14,0.661
1998-12-15,0.666
1998-12-16,0.6765
1998-12-17,0.6625
1998-12-18,0.659
1998-12-21,0.66
1998-12-22,0.6635
1998-12-23,0.6565
1998-12-24,0.6565
1998-12-28,0.6615
1998-12-29,0.6725
1998-12-30,0.669
1998-12-31,0.672
1999-01-04,0.654
1999-01-05,0.647
1999-01-06,0.653
1999-01-07,0.6525
1999-01-08,0.659
1999-01-11,0.672
1999-01-12,0.6695
1999-01-13,0.6645
1999-01-14,0.658
1999-01-15,0.663
1999-01-19,0.669
1999-01-20,0.66
1999-01-21,0.6585
1999-01-22,0.657
1999-01-25,0.6535
1999-01-26,0.6495
1999-01-27,0.644
1999-01-28,0.6475
1999-01-29,0.6495
1999-02-01,0.651
1999-02-02,0.6535
1999-02-03,0.6525
1999-02-04,0.6625
1999-02-05,0.6705
1999-02-08,0.6885
1999-02-09,0.6715
1999-02-10,0.6665
1999-02-11,0.6665
1999-02-12,0.659
1999-02-16,0.63
1999-02-17,0.632
1999-02-18,0.622
1999-02-19,0.6235
1999-02-22,0.6185
1999-02-23,0.623
1999-02-24,0.625
1999-02-25,0.634
1999-02-26,0.6325
1999-03-01,0.624
1999-03-02,0.63
1999-03-03,0.634
1999-03-04,0.633
1999-03-05,0.634
1999-03-08,0.6265
1999-03-09,0.631
1999-03-10,0.634
1999-03-11,0.631
1999-03-12,0.6245
1999-03-15,0.6175
1999-03-16,0.6185
1999-03-17,0.623
1999-03-18,0.6165
1999-03-19,0.6175
1999-03-22,0.645
1999-03-23,0.656
1999-03-24,0.652
1999-03-25,0.6585
1999-03-26,0.6515
1999-03-29,0.6245
1999-03-30,0.626
1999-03-31,0.632
1999-04-01,0.6325
1999-04-05,0.634
1999-04-06,0.632
1999-04-07,0.6505
1999-04-08,0.649
1999-04-09,0.65
1999-04-12,0.64
1999-04-13,0.6605
1999-04-14,0.6555
1999-04-15,0.676
1999-04-16,0.694
1999-04-19,0.708
1999-04-20,0.6915
1999-04-21,0.696
1999-04-22,0.71
1999-04-23,0.702
1999-04-26,0.6985
1999-04-27,0.701
1999-04-28,0.704
1999-04-29,0.7255
1999-04-30,0.7275
1999-05-03,0.733
1999-05-04,0.727
1999-05-05,0.722
1999-05-06,0.7285
1999-05-07,0.7225
1999-05-10,0.7225
1999-05-11,0.722
1999-05-12,0.71
1999-05-13,0.716
1999-05-14,0.719
1999-05-17,0.713
1999-05-18,0.7075
1999-05-19,0.687
1999-05-20,0.679
1999-05-21,0.671
1999-05-24,0.6715
1999-05-25,0.6735
1999-05-26,0.6645
1999-05-27,0.636
1999-05-28,0.6325
1999-06-01,0.6395
1999-06-02,0.628
1999-06-03,0.629
1999-06-04,0.625
1999-06-07,0.635
1999-06-08,0.641
1999-06-09,0.6435
1999-06-10,0.645
1999-06-11,0.6505
1999-06-14,0.654
1999-06-15,0.6375
1999-06-16,0.6345
1999-06-17,0.6375
1999-06-18,0.659
1999-06-21,0.6655
1999-06-22,0.6695
1999-06-23,0.6655
1999-06-24,0.6685
1999-06-25,0.6945
1999-06-28,0.7015
1999-06-29,0.716
1999-06-30,0.7665
1999-07-01,0.76
1999-07-02,0.765
1999-07-06,0.762
1999-07-07,0.786
1999-07-08,0.7815
1999-07-09,0.781
1999-07-12,0.779
1999-07-13,0.762
1999-07-14,0.777
1999-07-15,0.799
1999-07-16,0.783
1999-07-19,0.779
1999-07-20,0.7695
1999-07-21,0.7475
1999-07-22,0.754
1999-07-23,0.746
1999-07-26,0.747
1999-07-27,0.754
1999-07-28,0.745
1999-07-29,0.7365
1999-07-30,0.766
1999-08-02,0.7515
1999-08-03,0.7595
1999-08-04,0.765
1999-08-05,0.777
1999-08-06,0.78
1999-08-09,0.7805
1999-08-10,0.7705
1999-08-11,0.7805
1999-08-12,0.7735
1999-08-13,0.779
1999-08-16,0.778
1999-08-17,0.773
1999-08-18,0.749
1999-08-19,0.751
1999-08-20,0.744
1999-08-23,0.743
1999-08-24,0.7595
1999-08-25,0.757
1999-08-26,0.753
1999-08-27,0.7585
1999-08-30,0.757
1999-08-31,0.787
1999-09-01,0.8025
1999-09-02,0.806
1999-09-03,0.8035
1999-09-07,0.822
1999-09-08,0.8175
1999-09-09,0.829
1999-09-10,0.824
1999-09-13,0.817
1999-09-14,0.804
1999-09-15,0.824
1999-09-16,0.8185
1999-09-17,0.839
1999-09-20,0.825
1999-09-21,0.832
1999-09-22,0.818
1999-09-23,0.811
1999-09-24,0.7975
1999-09-27,0.7925
1999-09-28,0.812
1999-09-29,0.8105
1999-09-30,0.8265
1999-10-01,0.815
1999-10-04,0.8065
1999-10-05,0.81
1999-10-06,0.8055
1999-10-07,0.805
1999-10-08,0.7675
1999-10-11,0.759
1999-10-12,0.787
1999-10-13,0.7955
1999-10-14,0.79
1999-10-15,0.7895
1999-10-18,0.796
1999-10-19,0.791
1999-10-20,0.813
1999-10-21,0.8125
1999-10-22,0.8175
1999-10-25,0.8095
1999-10-26,0.798
1999-10-27,0.7975
1999-10-28,0.811
1999-10-29,0.81
1999-11-01,0.8095
1999-11-02,0.818
1999-11-03,0.816
1999-11-04,0.8135
1999-11-05,0.805
1999-11-08,0.803
1999-11-09,0.8085
1999-11-10,0.7945
1999-11-11,0.785
1999-11-12,0.777
1999-11-15,0.787
1999-11-16,0.7885
1999-11-17,0.788
1999-11-18,0.7875
1999-11-19,0.7905
1999-11-22,0.7955
1999-11-23,0.792
1999-11-24,0.797
1999-11-29,0.809
1999-11-30,0.8135
1999-12-01,0.802
1999-12-02,0.7955
1999-12-03,0.809
1999-12-06,0.811
1999-12-07,0.7985
1999-12-08,0.7955
1999-12-09,0.8
1999-12-10,0.792
1999-12-13,0.7975
1999-12-14,0.804
1999-12-15,0.8345
1999-12-16,0.8355
1999-12-17,0.84
1999-12-20,0.8415
1999-12-21,0.8275
1999-12-22,0.848
1999-12-23,0.8465
1999-12-27,0.8465
1999-12-28,0.8465
1999-12-29,0.8585
1999-12-30,0.863
2000-01-04,0.848
2000-01-05,0.8565
2000-01-06,0.853
2000-01-07,0.854
2000-01-10,0.8465
2000-01-11,0.8435
2000-01-12,0.866
2000-01-13,0.8565
2000-01-14,0.8625
2000-01-18,0.866
2000-01-19,0.8825
2000-01-20,0.873
2000-01-21,0.873
2000-01-24,0.8565
2000-01-25,0.8425
2000-01-26,0.8415
2000-01-27,0.8445
2000-01-28,0.84
2000-01-31,0.8545
2000-02-01,0.848
2000-02-02,0.8275
2000-02-03,0.8305
2000-02-04,0.8325
2000-02-07,0.8325
2000-02-08,0.8255
2000-02-09,0.8275
2000-02-10,0.8545
2000-02-11,0.85
2000-02-14,0.849
2000-02-15,0.832
2000-02-16,0.833
2000-02-17,0.8415
2000-02-18,0.837
2000-02-22,0.833
2000-02-23,0.845
2000-02-24,0.8405
2000-02-25,0.8215
2000-02-28,0.794
2000-02-29,0.798
2000-03-01,0.803
2000-03-02,0.797
2000-03-03,0.803
2000-03-06,0.8045
2000-03-07,0.7945
2000-03-08,0.7895
2000-03-09,0.799
2000-03-10,0.7915
2000-03-13,0.79
2000-03-14,0.803
2000-03-15,0.811
2000-03-16,0.8195
2000-03-17,0.8145
2000-03-20,0.8075
2000-03-21,0.8185
2000-03-22,0.817
2000-03-23,0.818
2000-03-24,0.811
2000-03-27,0.8025
2000-03-28,0.804
2000-03-29,0.807
2000-03-30,0.811
2000-03-31,0.8085
2000-04-03,0.8055
2000-04-04,0.7965
2000-04-05,0.7945
2000-04-06,0.7675
2000-04-07,0.7725
2000-04-10,0.78
2000-04-11,0.7845
2000-04-12,0.782
2000-04-13,0.7745
2000-04-14,0.7585
2000-04-17,0.7485
2000-04-18,0.7695
2000-04-19,0.7745
2000-04-20,0.771
2000-04-24,0.7715
2000-04-25,0.794
2000-04-26,0.788
2000-04-27,0.7965
2000-04-28,0.796
2000-05-01,0.8
2000-05-02,0.8215
2000-05-03,0.8185
2000-05-04,0.8195
2000-05-05,0.8405
2000-05-08,0.8355
2000-05-09,0.8305
2000-05-10,0.8285
2000-05-11,0.83
2000-05-12,0.8445
2000-05-15,0.8405
2000-05-16,0.851
2000-05-17,0.843
2000-05-18,0.845
2000-05-19,0.8425
2000-05-22,0.831
2000-05-23,0.8345
2000-05-24,0.8385
2000-05-25,0.8325
2000-05-26,0.8355
2000-05-30,0.8135
2000-05-31,0.816
2000-06-01,0.813
2000-06-02,0.795
2000-06-05,0.804
2000-06-06,0.8065
2000-06-07,0.797
2000-06-08,0.8
2000-06-09,0.8005
2000-06-12,0.797
2000-06-13,0.804
2000-06-14,0.812
2000-06-15,0.821
2000-06-16,0.827
2000-06-19,0.831
2000-06-20,0.816
2000-06-21,0.8275
2000-06-22,0.8205
2000-06-23,0.8145
2000-06-26,0.827
2000-06-27,0.8225
2000-06-28,0.8235
2000-06-29,0.8185
2000-06-30,0.824
2000-07-05,0.8225
2000-07-06,0.8115
2000-07-07,0.8135
2000-07-10,0.821
2000-07-11,0.826
2000-07-12,0.832
2000-07-13,0.8295
2000-07-14,0.829
2000-07-17,0.846
2000-07-18,0.847
2000-07-19,0.847
2000-07-20,0.848
2000-07-21,0.867
2000-07-24,0.8685
2000-07-25,0.87
2000-07-26,0.861
2000-07-27,0.8715
2000-07-28,0.8695
2000-07-31,0.8755
2000-08-01,0.8745
2000-08-02,0.871
2000-08-03,0.87
2000-08-04,0.874
2000-08-07,0.8725
2000-08-08,0.8635
2000-08-09,0.8755
2000-08-10,0.8665
2000-08-11,0.8615
2000-08-14,0.869
2000-08-15,0.8725
2000-08-16,0.8685
2000-08-17,0.871
2000-08-18,0.8675
2000-08-21,0.8575
2000-08-22,0.861
2000-08-23,0.86
2000-08-24,0.8645
2000-08-25,0.8665
2000-08-28,0.864
2000-08-29,0.8825
2000-08-30,0.893
2000-08-31,0.892
2000-09-01,0.895
2000-09-05,0.9105
2000-09-06,0.9055
2000-09-07,0.9095
2000-09-08,0.916
2000-09-11,0.9185
2000-09-12,0.9335
2000-09-13,0.933
2000-09-14,0.932
2000-09-15,0.927
2000-09-18,0.925
2000-09-19,0.9275
2000-09-20,0.9075
2000-09-21,0.9315
2000-09-22,0.925
2000-09-25,0.932
2000-09-26,0.9205
2000-09-27,0.9175
2000-09-28,0.919
2000-09-29,0.9205
2000-10-02,0.899
2000-10-03,0.9025
2000-10-04,0.899
2000-10-05,0.911
2000-10-06,0.906
2000-10-09,0.8965
2000-10-10,0.9055
2000-10-11,0.902
2000-10-12,0.882
2000-10-13,0.8925
2000-10-16,0.894
2000-10-17,0.883
2000-10-18,0.872
2000-10-19,0.873
2000-10-20,0.862
2000-10-23,0.8675
2000-10-24,0.8655
2000-10-25,0.8525
2000-10-26,0.8315
2000-10-27,0.844
2000-10-30,0.8485
2000-10-31,0.852
2000-11-01,0.8395
2000-11-02,0.8415
2000-11-03,0.8415
2000-11-06,0.831
2000-11-07,0.8345
2000-11-08,0.84
2000-11-09,0.8445
2000-11-10,0.843
2000-11-13,0.826
2000-11-14,0.833
2000-11-15,0.832
2000-11-16,0.825
2000-11-17,0.829
2000-11-20,0.8295
2000-11-21,0.8325
2000-11-22,0.825
2000-11-27,0.8465
2000-11-28,0.856
2000-11-29,0.858
2000-11-30,0.8455
2000-12-01,0.8595
2000-12-04,0.863
2000-12-05,0.87
2000-12-06,0.8785
2000-12-07,0.883
2000-12-08,0.894
2000-12-11,0.893
2000-12-12,0.8865
2000-12-13,0.884
2000-12-14,0.893
2000-12-15,0.873
2000-12-18,0.8755
2000-12-19,0.8745
2000-12-20,0.862
2000-12-21,0.8565
2000-12-22,0.8605
2000-12-26,0.8655
2000-12-27,0.8505
2000-12-28,0.8495
2000-12-29,0.843
2001-01-02,0.8115
2001-01-03,0.817
2001-01-04,0.811
2001-01-05,0.8245
2001-01-08,0.8285
2001-01-09,0.825
2001-01-10,0.826
2001-01-11,0.8305
2001-01-12,0.8415
2001-01-16,0.823
2001-01-17,0.8275
2001-01-18,0.8615
2001-01-19,0.8475
2001-01-22,0.8475
2001-01-23,0.8485
2001-01-24,0.835
2001-01-25,0.837
2001-01-26,0.84
2001-01-29,0.8325
2001-01-30,0.839
2001-01-31,0.842
2001-02-01,0.844
2001-02-02,0.8385
2001-02-05,0.8235
2001-02-06,0.829
2001-02-07,0.8275
2001-02-08,0.8295
2001-02-09,0.8205
2001-02-12,0.818
2001-02-13,0.825
2001-02-14,0.824
2001-02-15,0.8295
2001-02-16,0.8275
2001-02-20,0.8235
2001-02-21,0.804
2001-02-22,0.804
2001-02-23,0.7985
2001-02-26,0.8095
2001-02-27,0.8095
2001-02-28,0.816
2001-03-01,0.824
2001-03-02,0.828
2001-03-05,0.838
2001-03-06,0.8485
2001-03-07,0.84
2001-03-08,0.8265
2001-03-09,0.8325
2001-03-12,0.8285
2001-03-13,0.8195
2001-03-14,0.813
2001-03-15,0.8105
2001-03-16,0.792
2001-03-19,0.798
2001-03-20,0.801
2001-03-21,0.7925
2001-03-22,0.784
2001-03-23,0.786
2001-03-26,0.7845
2001-03-27,0.792
2001-03-28,0.773
2001-03-29,0.778
2001-03-30,0.7665
2001-04-02,0.7635
2001-04-03,0.7685
2001-04-04,0.7685
2001-04-05,0.7715
2001-04-06,0.754
2001-04-09,0.7635
2001-04-10,0.773
2001-04-11,0.7685
2001-04-12,0.7705
2001-04-16,0.7715
2001-04-17,0.7675
2001-04-18,0.7885
2001-04-19,0.777
2001-04-20,0.779
2001-04-23,0.7635
2001-04-24,0.766
2001-04-25,0.7695
2001-04-26,0.765
2001-04-27,0.7695
2001-04-30,0.777
2001-05-01,0.784
2001-05-02,0.7965
2001-05-03,0.7915
2001-05-04,0.7855
2001-05-07,0.7865
2001-05-08,0.7685
2001-05-09,0.7635
2001-05-10,0.7595
2001-05-11,0.7635
2001-05-14,0.755
2001-05-15,0.755
2001-05-16,0.7565
2001-05-17,0.7685
2001-05-18,0.7875
2001-05-21,0.803
2001-05-22,0.7915
2001-05-23,0.7905
2001-05-24,0.7935
2001-05-25,0.7925
2001-05-29,0.767
2001-05-30,0.7665
2001-05-31,0.761
2001-06-01,0.756
2001-06-04,0.7565
2001-06-05,0.766
2001-06-06,0.758
2001-06-07,0.755
2001-06-08,0.7355
2001-06-11,0.7365
2001-06-12,0.733
2001-06-13,0.7295
2001-06-14,0.7315
2001-06-15,0.7245
2001-06-18,0.725
2001-06-19,0.7295
2001-06-20,0.7185
2001-06-21,0.7245
2001-06-22,0.7175
2001-06-25,0.7175
2001-06-26,0.7225
2001-06-27,0.726
2001-06-28,0.717
2001-06-29,0.7135
2001-07-02,0.721
2001-07-03,0.714
2001-07-05,0.706
2001-07-06,0.711
2001-07-09,0.7095
2001-07-10,0.718
2001-07-11,0.7135
2001-07-12,0.7055
2001-07-13,0.707
2001-07-16,0.7095
2001-07-17,0.719
2001-07-18,0.7065
2001-07-19,0.696
2001-07-20,0.7
2001-07-23,0.688
2001-07-24,0.6855
2001-07-25,0.6875
2001-07-26,0.6855
2001-07-27,0.6785
2001-07-30,0.6825
2001-07-31,0.686
2001-08-01,0.691
2001-08-02,0.685
2001-08-03,0.681
2001-08-06,0.675
2001-08-07,0.673
2001-08-08,0.6655
2001-08-09,0.6705
2001-08-10,0.666
2001-08-13,0.661
2001-08-14,0.669
2001-08-15,0.6625
2001-08-16,0.6715
2001-08-17,0.6895
2001-08-20,0.679
2001-08-21,0.6745
2001-08-22,0.6805
2001-08-23,0.6875
2001-08-24,0.685
2001-08-27,0.6965
2001-08-28,0.6935
2001-08-29,0.697
2001-08-30,0.6865
2001-08-31,0.684
2001-09-04,0.676
2001-09-05,0.6745
2001-09-06,0.663
2001-09-07,0.6545
2001-09-10,0.6535
2001-09-11,0.654
2001-09-14,0.66
2001-09-17,0.6535
2001-09-18,0.654
2001-09-19,0.651
2001-09-20,0.6495
2001-09-21,0.6585
2001-09-24,0.656
2001-09-25,0.6505
2001-09-26,0.655
2001-09-27,0.6565
2001-09-28,0.652
2001-10-01,0.6505
2001-10-02,0.65
2001-10-03,0.6415
2001-10-04,0.6445
2001-10-05,0.6405
2001-10-08,0.6435
2001-10-09,0.6415
2001-10-10,0.64
2001-10-11,0.6415
2001-10-12,0.6405
2001-10-15,0.6395
2001-10-16,0.644
2001-10-17,0.639
2001-10-18,0.632
2001-10-19,0.6235
2001-10-22,0.625
2001-10-23,0.63
2001-10-24,0.6225
2001-10-25,0.626
2001-10-26,0.635
2001-10-29,0.631
2001-10-30,0.64
2001-10-31,0.6275
2001-11-01,0.623
2001-11-02,0.6165
2001-11-05,0.6185
2001-11-06,0.6185
2001-11-07,0.6085
2001-11-08,0.6175
2001-11-09,0.6435
2001-11-12,0.6605
2001-11-13,0.679
2001-11-14,0.6795
2001-11-15,0.6755
2001-11-16,0.6845
2001-11-19,0.686
2001-11-20,0.6755
2001-11-21,0.6795
2001-11-26,0.6855
2001-11-27,0.707
2001-11-28,0.7085
2001-11-29,0.7205
2001-11-30,0.729
2001-12-03,0.711
2001-12-04,0.706
2001-12-05,0.7
2001-12-06,0.6935
2001-12-07,0.6825
2001-12-10,0.682
2001-12-11,0.686
2001-12-12,0.676
2001-12-13,0.675
2001-12-14,0.6765
2001-12-17,0.6795
2001-12-18,0.6875
2001-12-19,0.676
2001-12-20,0.6765
2001-12-21,0.6825
2001-12-26,0.6895
2001-12-27,0.684
2001-12-28,0.6775
2001-12-31,0.659
2002-01-02,0.658
2002-01-03,0.664
2002-01-04,0.6745
2002-01-07,0.715
2002-01-08,0.7085
2002-01-09,0.7155
2002-01-10,0.7055
2002-01-11,0.7085
2002-01-14,0.708
2002-01-15,0.7015
2002-01-16,0.7085
2002-01-17,0.708
2002-01-18,0.6985
2002-01-22,0.7025
2002-01-23,0.7085
2002-01-24,0.7155
2002-01-25,0.7115
2002-01-28,0.7005
2002-01-29,0.699
2002-01-30,0.7
2002-01-31,0.736
2002-02-01,0.7395
2002-02-04,0.7315
2002-02-05,0.735
2002-02-06,0.732
2002-02-07,0.7395
2002-02-08,0.7365
2002-02-11,0.7305
2002-02-12,0.7355
2002-02-13,0.754
2002-02-14,0.7475
2002-02-15,0.737
2002-02-19,0.7105
2002-02-20,0.712
2002-02-21,0.7175
2002-02-22,0.703
2002-02-25,0.709
2002-02-26,0.705
2002-02-27,0.7205
2002-02-28,0.7205
2002-03-01,0.7325
2002-03-04,0.7415
2002-03-05,0.7405
2002-03-06,0.7505
2002-03-07,0.748
2002-03-08,0.7525
2002-03-11,0.746
2002-03-12,0.7415
2002-03-13,0.7405
2002-03-14,0.745
2002-03-15,0.7505
2002-03-18,0.7645
2002-03-19,0.7705
2002-03-20,0.766
2002-03-21,0.7625
2002-03-22,0.7485
2002-03-25,0.7375
2002-03-26,0.7455
2002-03-27,0.7545
2002-03-28,0.7665
2002-04-01,0.7675
2002-04-02,0.7665
2002-04-03,0.7455
2002-04-04,0.7355
2002-04-05,0.726
2002-04-08,0.726
2002-04-09,0.73
2002-04-10,0.7275
2002-04-11,0.7265
2002-04-12,0.7205
2002-04-15,0.7195
2002-04-16,0.7295
2002-04-17,0.7395
2002-04-18,0.73
2002-04-19,0.736
2002-04-22,0.7465
